song_id,chroma_stft_mean,chroma_stft_var,mfccs_mean,mfccs_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_contrast_mean,spectral_contrast_var,tonnetz_mean,tonnetz_var,rms_mean,rms_var,spectral_rolloff_mean,spectral_rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,tempo,beat_histogram
2-step_23,0.4276591,0.09357719,3.5371456,683.5334,3089.8138550728804,804680.717020498,2855.1962157706184,69195.92869682812,22.54499632953831,136.63803902238442,-0.014643701332730593,0.0034301745618032834,0.24833696,0.0075246347,6495.044918060303,1710045.866238404,0.11461181640625,0.006563668176531791,129.19921875,[1 0 0 ... 0 0 1]
2-step_24,0.43176636,0.08573583,4.407194,1516.2406,2461.4411546804863,1342554.4955651849,2698.887361147069,435320.5566285465,21.178303825290772,118.32391340600105,-0.008184322229846127,0.0033592418037820147,0.22563474,0.009386776,5461.863327026367,6102701.511151244,0.09197845458984374,0.0033318808279000226,129.19921875,[1 0 0 ... 0 0 1]
2-step_25,0.45949048,0.09306012,2.9898233,965.7679,2158.342131735725,470724.66510184045,2380.4033131478363,128652.96163942204,21.67872313407177,157.3720873566937,-0.019727182121600562,0.009519938842069425,0.25713366,0.009426103,4731.055011749268,2030295.2822254847,0.07366256713867188,0.0031909695354988806,103.359375,[1 0 0 ... 0 0 1]
2-step_26,0.5026716,0.08676631,4.731445,3553.3547,1578.5558739841404,1948080.045941531,1868.181226225369,850722.6002086162,23.113371727609792,132.72691641723046,0.010747316696118258,0.006446823589358356,0.28778797,0.013444414,3208.2622146606445,7744211.391498275,0.042729949951171874,0.0039419654471566905,89.10290948275862,[1 0 0 ... 0 0 1]
2-step_27,0.50777173,0.07538809,6.7271233,667.7101,2598.642930459635,537968.8404279489,2682.137667738756,83823.04950057983,22.150178666849758,194.88536290387606,-0.03476285353939981,0.01106225706158929,0.28887588,0.016649554,5780.386505126953,1332912.0091246206,0.10474281311035157,0.007708793836500263,129.19921875,[1 0 0 ... 0 0 1]
2-step_28,0.5657887,0.08019345,4.637711,874.1013,3295.7163083815117,1670999.4405963835,2944.208467458694,234426.55418317014,20.666431084492693,149.72948264770574,0.0021399082458651783,0.006838534442912305,0.3614667,0.023560127,6820.070114135742,4259550.169151923,0.12573471069335937,0.012130827824003062,135.99917763157896,[1 0 0 ... 0 0 1]
2-step_29,0.48179182,0.08960163,3.88607,725.4812,3014.9315730208277,914049.9619836949,2845.8937795028496,292343.7251343064,20.720218295650643,144.309168654988,0.009772876952877691,0.012648608199954467,0.24915275,0.008632396,6497.231884002686,3233429.966167634,0.11470870971679688,0.005480869579478167,92.28515625,[1 0 0 ... 0 0 1]
2-step_3,0.54817456,0.08602862,6.5484614,2006.8107,2090.2858319378915,2556382.856046823,2305.518711715901,716610.2576073918,21.44067298817151,125.8712811345154,-0.0022119167099491333,0.004631128040027142,0.4345098,0.021836493,4206.376647949219,9659148.420398587,0.07128868103027344,0.011038128100190081,129.19921875,[1 0 0 ... 0 0 1]
2-step_30,0.512264,0.07924215,1.018888,798.34766,2587.793523585425,806780.636041008,2693.011113140413,243878.77661618745,21.516571204592015,135.45820720487026,0.012399214291331388,0.0016198936915827794,0.26592618,0.012026655,5847.711410522461,3243326.137091912,0.10470733642578126,0.004862475672271102,107.666015625,[1 0 0 ... 0 0 1]
2-step_31,0.5426562,0.08742932,8.552359,1086.6696,1955.4404291314713,594899.6621082062,2458.623647760368,217350.56009240999,20.737383967530324,129.52820944683518,0.01914467010960913,0.012565434982894948,0.33954066,0.007944942,4374.192638397217,3329557.528375095,0.04453544616699219,0.001155651603912702,135.99917763157896,[1 0 0 ... 0 0 1]
2-step_32,0.4318859,0.08913485,3.4515798,1307.6128,2101.8088208931476,725408.9578445798,2640.060677820086,282468.86576337554,23.582625797035064,145.38494921343812,0.005850642372840315,0.01579099457278241,0.25828725,0.017687624,4924.954776763916,5082918.186423877,0.072802734375,0.0030211059749126433,89.10290948275862,[1 0 0 ... 0 0 1]
2-step_33,0.552078,0.07359195,9.017051,527.7073,2567.55537451502,412999.5295761473,2771.3436960321915,140966.2519883051,21.03096468467641,115.4256939907175,0.07818826874210848,0.03273500146886895,0.3085911,0.0046220412,5906.271629333496,1847443.1149937897,0.05832176208496094,0.0006447817826119717,92.28515625,[1 0 0 ... 0 0 1]
2-step_34,0.50830096,0.07860507,7.354253,1001.7683,2199.0051087095308,937115.5409919901,2426.8358420230643,308710.8675938872,20.76974469811991,148.53106577451024,-0.013079117781470601,0.004188878242990667,0.35125104,0.0089325635,4828.45911026001,4469800.462557988,0.08007049560546875,0.006056406290736049,129.19921875,[1 0 0 ... 0 0 1]
2-step_35,0.4942609,0.08755041,4.5369997,734.7265,3179.9718803297337,1667757.5892034348,2857.4318506594964,294429.1869308173,21.60948948270862,142.77708645344188,0.003593325913804262,0.0033110844337152115,0.27916533,0.017515661,6522.625923156738,4889220.259325076,0.14969978332519532,0.012156335398176451,63.02400914634146,[1 0 0 ... 0 0 1]
2-step_36,0.51130277,0.07920501,-0.5219442,1220.2083,3036.0950950854794,1207606.2352821245,2558.4621916351034,163983.077195216,20.383847794582692,158.4088210388185,-0.0038237112638811414,0.003114844356858314,0.17725743,0.013457653,5958.102722167969,3165319.862665515,0.16194686889648438,0.008468300145468673,92.28515625,[1 0 0 ... 0 0 1]
2-step_37,0.49597088,0.07386532,6.6316185,1370.625,2677.6103012446447,1707214.7051048453,2855.39895160532,596129.458179211,21.136387172506826,129.99003709627578,-0.0032935432618588717,0.008524504635621204,0.3439964,0.007837569,6090.161819458008,6395790.621737478,0.07586784362792968,0.006744014610158046,86.1328125,[1 0 0 ... 0 0 1]
2-step_38,0.5576378,0.07613594,3.0067213,1822.1389,2410.637713330883,1492473.1019631552,2377.716856062607,345773.77438973484,20.60549969427233,151.14421812826808,0.018084006336945714,0.004148724145251173,0.24869856,0.021954183,4965.472526550293,5061207.981782487,0.11270790100097657,0.009333651168126381,135.99917763157896,[1 0 0 ... 0 0 1]
2-step_39,0.6118682,0.06576923,7.7999287,503.78616,3262.25863238191,1627878.2662064335,2794.13341450437,153836.03757663397,21.431877870651757,153.87931607184177,-0.005256333267960262,0.0021629525377571237,0.31696263,0.01499446,6418.122596740723,3447163.19897659,0.14595451354980468,0.015268614090600745,123.046875,[1 0 0 ... 0 0 1]
